Newport Quantitative Trading and Investment (https://newportquant.com),,,,,,
Last update,2022/03/22,,,,,
DateBeforeChange,DateAfterChange,Change,Ticker,Name,Sector,Exchange
20071130,20071231,-1,HCR,MANOR CARE INC.,Health Care,New York Stock Exchange Inc.
20071130,20071231,-1,MV,METAVANTE TECHNOLOGIES INC.,Information Technology,New York Stock Exchange Inc.
20071130,20071231,-1,TIN,TEMPLE-INLAND INC,Materials,New York Stock Exchange Inc.
20071130,20071231,-1,TRB,TRIBUNE COMPANY,Consumer Discretionary,New York Stock Exchange Inc.
20071031,20071130,1,AMT,AMERICAN TOWER CORP.,Telecommunication Services,New York Stock Exchange Inc.
20071031,20071130,1,MTW,MANITOWOC INC,Industrials,New York Stock Exchange Inc.
20071031,20071130,1,MV,METAVANTE TECHNOLOGIES INC.,Information Technology,New York Stock Exchange Inc.
20071031,20071130,1,POM,PEPCO HOLDINGS INC,Utilities,New York Stock Exchange Inc.
20071031,20071130,1,TT,TRANE INC.,Industrials,New York Stock Exchange Inc.
20071031,20071130,-1,ASD,AMERICAN STANDARD COS INC,Industrials,New York Stock Exchange Inc.
20071031,20071130,-1,AT.,ALLTEL CORP.,Telecommunication Services,New York Stock Exchange Inc.
20071031,20071130,-1,TEK,TEKTRONIX INC.,Information Technology,New York Stock Exchange Inc.
20070928,20071031,1,EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,NASDAQ
20070928,20071031,1,EXPE,EXPEDIA INC.,Consumer Discretionary,NASDAQ
20070928,20071031,1,JEC,JACOBS ENGINEERING GROUP INC,Industrials,New York Stock Exchange Inc.
20070928,20071031,1,NBL,NOBLE ENERGY INC,Energy,New York Stock Exchange Inc.
20070928,20071031,1,NYX,NYSE EURONEXT,Financials,New York Stock Exchange Inc.
20070928,20071031,1,TDC,TERADATA CORP,Information Technology,New York Stock Exchange Inc.
20070928,20071031,1,TIE,TITANIUM METALS CORP.,Materials,New York Stock Exchange Inc.
20070928,20071031,-1,ASN,ARCHSTONE-SMITH TRUST,Financials,New York Stock Exchange Inc.
20070928,20071031,-1,AV.1,AVAYA INC.,Information Technology,New York Stock Exchange Inc.
20070928,20071031,-1,BOL,BAUSCH & LOMB INC.,Health Care,New York Stock Exchange Inc.
20070928,20071031,-1,HLT,HILTON HOTELS CORP.,Consumer Discretionary,New York Stock Exchange Inc.
20070928,20071031,-1,NCR,NCR CORP,Information Technology,New York Stock Exchange Inc.
20070928,20071031,-1,SLR,SOLECTRON CORP.,Information Technology,New York Stock Exchange Inc.
20070928,20071031,-1,TXU,TXU CORPORATION,Utilities,New York Stock Exchange Inc.
20070831,20070928,1,ICE,INTERCONTINENTALEXCHANGE INC.,Financials,New York Stock Exchange Inc.
20070831,20070928,1,MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,NASDAQ
20070831,20070928,1,TSO,ANDEAVOR CORP,Energy,New York Stock Exchange Inc.
20070831,20070928,-1,CBSS,COMPASS BANCSHARES,Financials,NASDAQ
20070831,20070928,-1,FDC,FIRST DATA CORP.,Information Technology,New York Stock Exchange Inc.
20070831,20070928,-1,MXIM,MAXIM INTEGRATED PRODUCTS INC,Information Technology,NASDAQ
20070731,20070831,1,LUK,LEUCADIA NATIONAL CORP,Financials,New York Stock Exchange Inc.
20070731,20070831,-1,KSE,KEYSPAN CORPORATION,Utilities,New York Stock Exchange Inc.
20070629,20070731,1,ACAS,AMERICAN CAPITAL LTD.,Financials,NASDAQ
20070629,20070731,1,AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,NASDAQ
20070629,20070731,1,COV,COVIDIEN LTD.,Health Care,New York Stock Exchange Inc.
20070629,20070731,1,DC7,DISCOVER FINANCIAL SERVICES,Financials,Boerse Berlin
20070629,20070731,1,GGP,GENERAL GROWTH PROPERTIES INC.,Financials,New York Stock Exchange Inc.
20070629,20070731,1,TEL,TYCO ELECTRONICS LTD.,Information Technology,New York Stock Exchange Inc.
20070629,20070731,-1,ADCT,ADC TELECOMMUNICATIONS,Information Technology,NASDAQ
20070629,20070731,-1,BMET,BIOMET INC.,Health Care,NASDAQ
20070629,20070731,-1,DG.1,DOLLAR GENERAL CORP.,Consumer Discretionary,New York Stock Exchange Inc.
20070629,20070731,-1,MEL,MELLON FINANCIAL CORP.,Financials,New York Stock Exchange Inc.
20070629,20070731,-1,PMCS,PMC-SIERRA INC.,Information Technology,NASDAQ
20070629,20070731,-1,SANM,SANMINA-SCI CORP.,Information Technology,NASDAQ
20070531,20070629,1,PCP,PRECISION CASTPARTS CORP,Industrials,-
20070531,20070629,-1,MEDI,MEDIMMUNE INC.,Health Care,NASDAQ
20070430,20070531,1,WFR,MEMC ELECTRONIC MATERIALS INC.,Information Technology,New York Stock Exchange Inc.
20070430,20070531,-1,KMI.1,KINDER MORGAN INC.,Energy,New York Stock Exchange Inc.
20070330,20070430,1,AIZ,ASSURANT INC,Financials,New York Stock Exchange Inc.
20070330,20070430,1,DYNIQ,DYNEGY INC.,Utilities,Non-Nms Quotation Service (Nnqs)
20070330,20070430,1,KFT,KRAFT FOODS INC A,Consumer Staples,NASDAQ
20070330,20070430,-1,DYN,DYNEGY INC. (CL A),-,New York Stock Exchange Inc.
20070330,20070430,-1,H.4,REALOGY CORPORATION,-,New York Stock Exchange Inc.
20070330,20070430,-1,TSG,SABRE HOLDINGS CORPORATION,-,New York Stock Exchange Inc.
20070228,20070330,1,ANF,ABERCROMBIE AND FITCH CLASS A,-,New York Stock Exchange Inc.
20070228,20070330,1,CHRW,CH ROBINSON WORLDWIDE INC,-,NASDAQ
20070228,20070330,1,DDR,DEVELOPERS DIVERSIFIED REALTY CORP,-,New York Stock Exchange Inc.
20070228,20070330,1,HST,HOST HOTELS & RESORTS REIT INC,-,New York Stock Exchange Inc.
20070228,20070330,-1,CMX,CAREMARK RX INC.,-,New York Stock Exchange Inc.
20070228,20070330,-1,HMA,HEALTH MANAGEMENT ASSOCIATES INC C,-,New York Stock Exchange Inc.
20070228,20070330,-1,PD,PHELPS DODGE CORPORATION,-,New York Stock Exchange Inc.
20070228,20070330,-1,UVN,UNIVISION COMMUNICATIONS INC.,-,New York Stock Exchange Inc.
20070131,20070228,1,HCBK,HUDSON CITY BANCORP INC,-,NASDAQ
20070131,20070228,1,RL,POLO RALPH LAUREN CORP.,-,New York Stock Exchange Inc.
20070131,20070228,1,TEG,INTEGRYS ENERGY GROUP INC.,-,New York Stock Exchange Inc.
20070131,20070228,1,VAR,VARIAN MEDICAL SYSTEMS INC,-,New York Stock Exchange Inc.
20070131,20070228,-1,APCC.,AMERICAN POWER CONVERSION CORPORAT,-,NASDAQ
20070131,20070228,-1,CMVT,COMVERSE TECHNOLOGY INC.,-,NASDAQ
20070131,20070228,-1,EOP,EQUITY OFFICE PROPERTIES TRUST,-,New York Stock Exchange Inc.
20070131,20070228,-1,PGL,PEOPLES ENERGY CORPORATION,-,New York Stock Exchange Inc.
20061229,20070131,1,AVB,AVALONBAY COMMUNITIES REIT INC,-,New York Stock Exchange Inc.
20061229,20070131,1,ESV,ENSCO INTL PLC,-,New York Stock Exchange Inc.
20061229,20070131,1,SE,SPECTRA ENERGY CORP,-,New York Stock Exchange Inc.
20061229,20070131,-1,BLS,BELLSOUTH CORPORATION,-,New York Stock Exchange Inc.
20061229,20070131,-1,PMTC,PARAMETRIC TECHNOLOGY CORP.,-,NASDAQ
20061229,20070131,-1,SBL,SYMBOL TECHNOLOGIES INC.,-,New York Stock Exchange Inc.
20061130,20061229,1,DTV,DIRECTV GROUP INC.,-,NASDAQ
20061130,20061229,1,IAC,IAC INTERACTIVE,-,NASDAQ
20061130,20061229,1,STR,QUESTAR CORP,-,-
20061130,20061229,1,TEX,TEREX CORP,-,New York Stock Exchange Inc.
20061130,20061229,-1,FSL.B,FREESCALE SEMICONDUCTOR INC. CL B,-,New York Stock Exchange Inc.
20061130,20061229,-1,LU,LUCENT TECHNOLOGIES INC.,-,New York Stock Exchange Inc.
20061130,20061229,-1,NAV,NAVISTAR INTERNATIONAL CORP,-,New York Stock Exchange Inc.
20061130,20061229,-1,NFB,NORTH FORK BANCORPORATION INC.,-,New York Stock Exchange Inc.
20061031,20061130,1,BTU,PEABODY ENERGY CORP,-,New York Stock Exchange Inc.
20061031,20061130,1,CBG,CB RICHARD ELLIS GROUP INC. (CL A),-,New York Stock Exchange Inc.
20061031,20061130,1,CELG,CELGENE CORP,-,NASDAQ
20061031,20061130,1,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,-,NASDAQ
20061031,20061130,1,FIS,FIDELITY NATIONAL INFORMATION SERV,-,New York Stock Exchange Inc.
20061031,20061130,-1,AHEB GR,ALBERTO-CULVER CO.,-,New York Stock Exchange Inc.
20061031,20061130,-1,ASO.1,AMSOUTH BANCORPORATION,-,New York Stock Exchange Inc.
20061031,20061130,-1,FSH,FISHER SCIENTIFIC INTERNATIONAL IN,-,New York Stock Exchange Inc.
20061031,20061130,-1,HCA.2,HCA INC.,-,New York Stock Exchange Inc.
20061031,20061130,-1,LPX,LOUISIANA PACIFIC CORP,-,New York Stock Exchange Inc.
20060929,20061031,1,SII,SMITH INTERNATIONAL,-,New York Stock Exchange Inc.
20060929,20061031,1,WU,WESTERN UNION,-,New York Stock Exchange Inc.
20060929,20061031,-1,ANDW,ANDREW CORP.,-,NASDAQ
20060929,20061031,-1,GDW,GOLDEN WEST FINANCIAL CORPORATION,-,New York Stock Exchange Inc.
